id,host_id,neighbourhood_cleansed,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,bedrooms,beds,cancellation_policy,number_of_reviews,review_scores_accuracy
2171338,7473312,Cuauhtemoc,Loft,Entire home/apt,5,2581,2,90,1,4,moderate,274,9
2182375,1979548,Benito Juarez,Apartment,Entire home/apt,4,1336,3,120,2,0,strict_14_with_grace_period,40,10
2188749,11161077,Benito Juarez,House,Private room,2,498,2,14,1,1,flexible,59,10
2228415,2518152,Alvaro Obregon,House,Entire home/apt,6,5004,2,180,3,3,moderate,3,10
2233440,11401020,Cuauhtemoc,Boutique hotel,Private room,2,4778,1,365,1,1,flexible,1,10
2237624,9350608,Cuauhtemoc,Apartment,Entire home/apt,4,1481,2,365,1,3,strict_14_with_grace_period,132,9
2238309,7165956,Cuauhtemoc,Loft,Entire home/apt,2,2151,30,365,1,2,flexible,240,10
2257525,11528964,Miguel Hidalgo,Apartment,Private room,2,272,5,1125,1,1,flexible,32,9
2284377,11668406,Miguel Hidalgo,Apartment,Private room,2,838,15,1125,1,1,strict_14_with_grace_period,13,10
2289797,10211713,Cuauhtemoc,Apartment,Entire home/apt,4,1449,7,1125,2,2,strict_14_with_grace_period,271,10
2297044,8618270,Cuauhtemoc,Serviced apartment,Entire home/apt,2,2242,2,1125,1,1,moderate,5,9
2297850,11736749,Miguel Hidalgo,Apartment,Private room,2,589,1,1125,1,2,moderate,214,9
2302327,9470995,Cuauhtemoc,Apartment,Private room,2,1472,3,1125,1,1,moderate,50,10
2307983,3887359,Cuauhtemoc,Loft,Entire home/apt,5,1925,1,1125,2,4,moderate,214,10
2315918,8618270,Cuauhtemoc,Apartment,Entire home/apt,2,1993,2,1125,0,0,flexible,5,10
2318781,11841732,Cuauhtemoc,Apartment,Private room,2,889,1,60,1,2,strict_14_with_grace_period,121,10
2332505,11913288,Cuauhtemoc,Apartment,Private room,2,5660,1,1125,1,2,flexible,0,
2338975,11945239,Benito Juarez,Apartment,Entire home/apt,4,592,2,1125,2,2,moderate,42,10
2339021,60079,Miguel Hidalgo,Loft,Entire home/apt,2,974,3,1125,0,1,moderate,90,10
2345760,11979276,Benito Juarez,Apartment,Private room,1,498,3,15,1,1,flexible,0,
2350051,12000140,Benito Juarez,Apartment,Private room,4,570,2,1125,1,2,moderate,13,9
2351615,11849051,Coyoacan,Apartment,Private room,1,272,1,3,1,1,flexible,0,
2368160,12099564,Benito Juarez,Apartment,Private room,1,498,1,1125,1,1,flexible,0,
2373420,11928644,Coyoacan,Apartment,Private room,1,273,2,60,1,1,strict_14_with_grace_period,9,9
2401724,7729316,Cuauhtemoc,Apartment,Entire home/apt,4,1268,1,1125,2,3,flexible,86,10
2404572,12288989,Cuauhtemoc,Apartment,Private room,2,883,2,32,1,1,flexible,1,10
2406485,9931809,Miguel Hidalgo,Apartment,Private room,2,385,2,1125,1,1,moderate,39,10
2407017,12304061,Cuauhtemoc,Apartment,Private room,2,385,7,1125,1,1,moderate,0,
2419999,2872228,Cuauhtemoc,Apartment,Entire home/apt,3,1472,2,30,1,1,strict_14_with_grace_period,11,9
2424204,12389380,Cuauhtemoc,Loft,Entire home/apt,4,2468,3,90,1,0,strict_14_with_grace_period,24,10
2436156,11926583,Cuauhtemoc,Loft,Entire home/apt,5,1268,4,60,2,2,moderate,62,10
2444573,12497740,Benito Juarez,Apartment,Entire home/apt,2,1200,7,35,1,1,flexible,11,10
2447795,8324471,Miguel Hidalgo,Loft,Entire home/apt,2,1353,7,90,1,1,moderate,33,10
2454661,12035562,Miguel Hidalgo,Apartment,Entire home/apt,2,1313,2,90,1,1,strict_14_with_grace_period,132,10
2484037,9852611,Cuauhtemoc,Loft,Entire home/apt,3,1291,2,80,1,0,strict_14_with_grace_period,133,10
2488193,12389380,Cuauhtemoc,Apartment,Entire home/apt,3,2028,3,90,1,2,strict_14_with_grace_period,37,10
2506525,12829914,Coyoacan,House,Private room,2,203,1,1125,1,0,flexible,46,10
2516668,3729922,Benito Juarez,Apartment,Private room,1,340,30,150,1,1,flexible,0,
2519535,5870021,Coyoacan,Guest suite,Private room,2,725,2,365,1,1,flexible,62,10
2521698,12910391,Cuauhtemoc,House,Private room,2,1698,2,90,1,0,flexible,71,10
2537481,12992813,Cuauhtemoc,Apartment,Entire home/apt,2,2174,2,1125,1,1,moderate,235,10
2537521,4796027,Cuauhtemoc,Apartment,Entire home/apt,6,2763,2,90,2,2,flexible,161,10
2537695,12934396,Cuauhtemoc,Apartment,Entire home/apt,4,2038,3,1125,2,2,flexible,66,10
2540221,13007874,Coyoacan,Apartment,Entire home/apt,3,1245,3,1125,2,2,moderate,27,9
2546210,13036898,Benito Juarez,Apartment,Private room,1,251,5,1125,1,1,flexible,3,9
2547576,7520833,Coyoacan,Guest suite,Entire home/apt,2,498,2,1125,1,1,flexible,36,10
2560062,10811347,Cuauhtemoc,Apartment,Private room,2,385,1,1125,1,1,moderate,97,10
2565646,11513316,Cuauhtemoc,Apartment,Entire home/apt,4,2944,2,60,2,2,moderate,181,10
2600536,333463,Coyoacan,House,Private room,1,340,2,1125,1,1,moderate,10,9
2601349,13321914,Alvaro Obregon,House,Entire home/apt,6,1937,2,365,3,4,moderate,4,10
2601887,13323021,Cuauhtemoc,Apartment,Entire home/apt,4,1246,1,1125,1,2,strict_14_with_grace_period,25,10
2601933,8618270,Cuauhtemoc,Apartment,Entire home/apt,2,2242,3,1125,1,1,strict_14_with_grace_period,3,10
2608105,10633036,Miguel Hidalgo,House,Private room,5,996,2,30,3,2,moderate,16,10
2643099,13530256,Coyoacan,Guesthouse,Private room,2,657,2,1125,1,1,strict_14_with_grace_period,37,10
2666125,2072566,Cuauhtemoc,Apartment,Entire home/apt,4,2944,10,90,2,3,moderate,95,10
2691955,13776595,Cuauhtemoc,Apartment,Private room,2,1132,14,1125,1,0,moderate,77,10
2702917,13833034,Miguel Hidalgo,Apartment,Private room,1,544,5,1125,1,2,flexible,10,9
2702990,13546932,Miguel Hidalgo,Apartment,Private room,2,792,1,1125,1,1,flexible,1,
2716649,2333285,Cuauhtemoc,Apartment,Private room,3,2038,3,20,1,3,strict_14_with_grace_period,0,
2729425,12581631,Benito Juarez,House,Private room,1,340,30,120,1,1,flexible,1,10
2729571,13969223,Cuauhtemoc,Apartment,Entire home/apt,2,883,2,30,1,1,moderate,67,10
2730058,9228767,Benito Juarez,Apartment,Private room,1,566,1,1125,1,1,flexible,0,
2730414,13973690,Cuajimalpa de Morelos,House,Entire home/apt,5,608,2,1125,3,3,flexible,5,8
2730883,12581631,Benito Juarez,House,Private room,2,316,28,365,1,1,flexible,14,10
2745912,14047971,Benito Juarez,Guest suite,Entire home/apt,1,317,7,1125,1,1,strict_14_with_grace_period,25,10
2755055,12175785,Cuauhtemoc,Apartment,Entire home/apt,4,2831,30,90,2,2,strict_14_with_grace_period,121,10
2755443,7936694,Miguel Hidalgo,Apartment,Entire home/apt,4,1240,2,1125,2,2,strict_14_with_grace_period,53,10
2763003,6611559,Coyoacan,Apartment,Private room,2,294,5,300,1,1,strict_14_with_grace_period,39,10
2764638,193972,Cuauhtemoc,Apartment,Entire home/apt,2,1195,3,1125,1,1,flexible,1,8
2784853,5755202,Venustiano Carranza,Apartment,Entire home/apt,2,883,6,1000,1,1,moderate,101,9
2789086,14266395,Cuauhtemoc,Apartment,Private room,1,657,3,7,1,,strict_14_with_grace_period,0,
2794006,14291448,Benito Juarez,Apartment,Entire home/apt,4,770,3,1125,2,2,moderate,22,10
2804089,13110261,Benito Juarez,Apartment,Shared room,2,679,1,1125,1,1,flexible,0,
2831712,8618270,Cuauhtemoc,Apartment,Entire home/apt,2,1993,2,1125,0,1,flexible,4,9
2836677,14510906,Miguel Hidalgo,Condominium,Entire home/apt,1,1585,3,1125,1,1,moderate,18,10
2848002,5870021,Coyoacan,Guest suite,Private room,2,725,2,365,1,1,strict_14_with_grace_period,24,10
2848113,5870021,Coyoacan,Guest suite,Private room,2,725,2,365,1,1,strict_14_with_grace_period,53,10
2858563,14615670,Benito Juarez,House,Private room,1,249,3,1125,1,1,moderate,3,10
2863665,14636903,Miguel Hidalgo,Apartment,Private room,2,408,2,1125,1,1,moderate,215,10
2865649,13546932,Miguel Hidalgo,Apartment,Private room,2,1811,1,1125,1,1,flexible,0,
2894095,14791549,Cuajimalpa de Morelos,Apartment,Entire home/apt,10,1390,2,1124,2,3,moderate,89,10
2905087,4093881,Cuauhtemoc,Apartment,Private room,2,476,2,10,1,1,moderate,27,10
2908957,2281290,Cuauhtemoc,Serviced apartment,Entire home/apt,2,1223,1,1125,1,0,moderate,33,9
2918765,14905408,Miguel Hidalgo,Apartment,Private room,2,1553,2,1125,1,1,flexible,10,10
2919309,12698417,Coyoacan,House,Shared room,2,293,2,10,1,1,moderate,0,
2932151,13793390,Miguel Hidalgo,Apartment,Private room,2,249,1,1125,1,1,flexible,0,
2942919,14993631,Coyoacan,Bungalow,Entire home/apt,2,453,2,1125,1,1,strict_14_with_grace_period,61,9
2943586,2281290,Benito Juarez,Apartment,Entire home/apt,5,951,2,1125,3,4,moderate,95,10
2943836,13709233,Benito Juarez,Apartment,Entire home/apt,4,1132,3,90,2,2,moderate,54,10
2957790,1671446,Tlalpan,House,Private room,1,270,3,360,1,1,strict_14_with_grace_period,14,10
2979950,14170388,Benito Juarez,House,Private room,2,385,7,90,1,1,moderate,32,10
2984619,15219834,Miguel Hidalgo,Apartment,Entire home/apt,2,1367,2,1125,1,1,strict_14_with_grace_period,60,9
2984948,15219834,Miguel Hidalgo,Apartment,Entire home/apt,2,1575,3,1125,1,1,strict_14_with_grace_period,23,8
2985126,15219834,Miguel Hidalgo,Apartment,Entire home/apt,2,684,2,1125,1,0,strict_14_with_grace_period,8,9
2986194,15219834,Miguel Hidalgo,Apartment,Entire home/apt,4,2025,3,1125,2,2,moderate,22,9
2986213,15227398,Cuauhtemoc,Apartment,Private room,1,342,1,1125,1,1,flexible,0,
2987766,15219834,Miguel Hidalgo,Apartment,Entire home/apt,2,1575,3,1125,1,1,moderate,28,10
2993993,15219834,Miguel Hidalgo,Apartment,Entire home/apt,6,2678,2,1125,3,4,strict_14_with_grace_period,50,10
3011163,14170388,Benito Juarez,House,Private room,2,385,7,90,1,1,moderate,24,10
3013008,15200931,Miguel Hidalgo,Apartment,Entire home/apt,3,1653,1,1125,1,2,flexible,70,10
3027692,9350608,Cuauhtemoc,Apartment,Entire home/apt,2,1132,3,365,1,1,strict_14_with_grace_period,71,9
3030227,9194788,Benito Juarez,Apartment,Private room,1,408,2,1125,1,1,moderate,1,10
3031671,15441630,Cuauhtemoc,Apartment,Private room,2,3758,1,1125,1,1,flexible,0,
3033052,1979000,Benito Juarez,House,Private room,2,385,1,30,1,2,flexible,30,9
3033293,15451517,Cuauhtemoc,Apartment,Entire home/apt,6,2038,2,90,2,3,moderate,92,10
3047414,1969996,Cuauhtemoc,House,Private room,2,792,1,1125,1,1,strict_14_with_grace_period,6,10
3049887,15219834,Miguel Hidalgo,Apartment,Entire home/apt,2,1463,3,1125,1,0,strict_14_with_grace_period,31,10
3057573,15563543,Miguel Hidalgo,Apartment,Entire home/apt,4,2921,2,1125,2,2,moderate,150,10
3061812,15585871,Cuauhtemoc,Apartment,Private room,3,453,3,1125,1,2,flexible,0,
3074692,15329677,Benito Juarez,Apartment,Private room,2,702,2,30,1,1,flexible,0,
3105424,12215962,Miguel Hidalgo,Apartment,Entire home/apt,4,2241,28,1125,2,3,moderate,11,9
3112616,1969996,Cuauhtemoc,House,Private room,2,1245,3,1125,1,1,strict_14_with_grace_period,11,9
3125152,15870402,Miguel Hidalgo,Apartment,Private room,2,906,4,45,1,1,moderate,4,10
3148012,15981957,Cuauhtemoc,Apartment,Entire home/apt,4,2030,2,1125,2,3,strict_14_with_grace_period,119,10
3157656,2872228,Cuauhtemoc,Condominium,Entire home/apt,4,2151,2,30,2,2,moderate,35,9
3168035,8539814,Cuauhtemoc,Hostel,Shared room,9,249,1,1125,1,1,strict_14_with_grace_period,16,9
3168084,8539814,Cuauhtemoc,Apartment,Entire home/apt,16,5073,3,30,3,20,flexible,0,
3168086,8539814,Cuauhtemoc,Other,Entire home/apt,16,181,1,1125,2,16,strict_14_with_grace_period,33,9
3176344,16104577,Cuauhtemoc,Apartment,Private room,1,317,1,1125,1,1,moderate,0,
3183133,15219834,Miguel Hidalgo,Loft,Entire home/apt,1,765,2,1125,0,1,strict_14_with_grace_period,27,10
3217039,2815155,Cuauhtemoc,House,Entire home/apt,2,1200,30,60,1,1,strict_14_with_grace_period,5,10
3237348,14656564,Cuauhtemoc,Apartment,Entire home/apt,6,2718,2,1125,2,2,strict_14_with_grace_period,179,10
3242026,12682760,Miguel Hidalgo,Apartment,Entire home/apt,6,838,5,365,3,4,strict_14_with_grace_period,66,10
3251415,15831595,Miguel Hidalgo,Apartment,Shared room,2,1132,1,1125,1,1,flexible,0,
3281548,13080645,Cuauhtemoc,Apartment,Private room,1,385,1,1125,1,1,flexible,0,
3282602,16589835,Cuauhtemoc,Apartment,Entire home/apt,2,3397,1,1125,1,1,flexible,0,
3286979,1969996,Cuauhtemoc,House,Private room,2,1087,3,1125,1,1,strict_14_with_grace_period,3,9
3290940,16118272,Cuauhtemoc,Apartment,Private room,1,226,1,1125,1,1,moderate,1,10
3293072,16636749,Cuauhtemoc,Loft,Entire home/apt,2,2279,3,180,1,1,moderate,101,10
3293497,16639078,Cuauhtemoc,Apartment,Entire home/apt,2,1015,2,360,1,1,moderate,66,10
3293655,12389380,Cuauhtemoc,Apartment,Entire home/apt,7,4302,3,90,2,4,strict_14_with_grace_period,28,10
3310016,5634629,Cuauhtemoc,Apartment,Private room,1,204,1,1125,1,1,flexible,15,10
3311029,16719050,Cuauhtemoc,Apartment,Entire home/apt,2,1246,6,30,1,2,strict_14_with_grace_period,16,10
3311808,10948949,Cuauhtemoc,Apartment,Entire home/apt,2,566,1,1125,1,1,moderate,0,
3311971,8069764,Cuauhtemoc,Bed and breakfast,Private room,2,1246,1,1125,1,1,flexible,3,7
3314993,16754106,Cuauhtemoc,Apartment,Private room,1,340,1,1125,1,1,strict_14_with_grace_period,1,
3317931,4894198,Miguel Hidalgo,Apartment,Private room,2,3985,1,1125,1,0,flexible,4,10
3319297,2346707,Cuauhtemoc,Apartment,Entire home/apt,2,902,1,1125,1,1,flexible,30,10
3319445,10917267,Cuauhtemoc,Apartment,Entire home/apt,5,1472,1,1125,1,3,moderate,152,9
3325163,13070025,Coyoacan,House,Private room,1,317,7,1125,1,1,flexible,4,10
3332515,198640,Cuauhtemoc,Apartment,Entire home/apt,4,611,2,1125,2,0,flexible,162,9
3344746,14123007,Tlalpan,House,Private room,1,291,3,1125,1,1,flexible,16,10
3354165,16924864,Cuauhtemoc,Loft,Entire home/apt,3,1223,2,365,1,2,moderate,10,10
3368278,16994304,Cuauhtemoc,Apartment,Entire home/apt,2,453,15,15,1,2,moderate,0,
3386326,5286231,Benito Juarez,Loft,Entire home/apt,4,770,2,1125,2,2,moderate,22,10
3386470,17085965,Alvaro Obregon,Apartment,Private room,1,249,14,1125,1,1,flexible,4,9
3422086,17019424,Benito Juarez,Apartment,Private room,2,408,1,1125,1,1,flexible,1,10
3424613,17224984,Miguel Hidalgo,Apartment,Entire home/apt,3,889,2,365,2,3,flexible,45,10
3449036,12389380,Cuauhtemoc,Apartment,Entire home/apt,4,1789,3,1125,1,1,strict_14_with_grace_period,101,10
3467163,17468617,Coyoacan,House,Entire home/apt,2,1148,2,1125,1,2,strict_14_with_grace_period,1,8
3468307,16297760,Cuauhtemoc,Apartment,Private room,1,634,1,1125,1,1,flexible,3,8
3490114,17575648,Cuauhtemoc,Apartment,Private room,2,4528,1,1125,1,1,flexible,0,
3533231,4649609,Cuauhtemoc,Apartment,Entire home/apt,2,2233,2,30,1,1,strict_14_with_grace_period,40,10
3536304,18260491,Alvaro Obregon,House,Private room,2,611,1,1125,1,1,moderate,11,10
3542394,2535130,Miguel Hidalgo,Guesthouse,Entire home/apt,4,702,15,1125,1,2,flexible,0,
3561395,15943778,Cuauhtemoc,Apartment,Entire home/apt,4,2030,7,365,2,2,moderate,10,10
3577110,18015070,Cuauhtemoc,Apartment,Entire home/apt,2,498,4,120,1,1,strict_14_with_grace_period,145,10
3595167,18112590,Cuauhtemoc,Guest suite,Entire home/apt,2,429,1,1125,1,1,moderate,214,10
3602334,18149939,Miguel Hidalgo,Apartment,Entire home/apt,2,743,7,1125,1,1,moderate,29,10
3614178,3320356,Cuauhtemoc,Apartment,Entire home/apt,2,1766,2,180,1,1,strict_14_with_grace_period,293,10
3616312,7165956,Cuauhtemoc,Apartment,Entire home/apt,5,1359,180,365,2,4,flexible,61,10
3624106,18259367,Miguel Hidalgo,Apartment,Private room,2,611,1,1125,1,1,strict_14_with_grace_period,22,10
3635953,18334496,Miguel Hidalgo,Loft,Entire home/apt,4,1992,1,1125,1,2,moderate,422,10
3637873,2828190,Miguel Hidalgo,Apartment,Private room,2,793,1,1125,1,1,flexible,0,
3663231,18507010,Cuauhtemoc,House,Entire home/apt,4,2706,1,1125,3,2,strict_14_with_grace_period,0,
3666234,18590732,Tlalpan,Guest suite,Private room,2,698,3,1125,1,2,moderate,14,10
3679755,18703154,Cuauhtemoc,Apartment,Private room,4,1804,1,1125,1,1,moderate,5,9
3682989,18725178,Miguel Hidalgo,Apartment,Entire home/apt,6,1993,2,1125,3,5,strict_14_with_grace_period,216,10
3685560,18744018,Miguel Hidalgo,House,Private room,2,1268,2,8,1,1,strict_14_with_grace_period,0,
3688757,16700013,Cuauhtemoc,Apartment,Entire home/apt,4,1699,30,90,2,2,strict_14_with_grace_period,254,10
3696312,13707548,Coyoacan,House,Private room,2,495,1,1125,1,1,flexible,1,
3702372,17929515,Coyoacan,House,Private room,2,657,1,1125,1,1,flexible,89,10
3709629,18925004,Cuauhtemoc,Apartment,Entire home/apt,6,2808,2,1125,4,4,strict_14_with_grace_period,97,9
3726437,4470531,Cuauhtemoc,Apartment,Entire home/apt,5,2491,3,90,2,4,moderate,11,10
3756112,11736749,Miguel Hidalgo,Apartment,Private room,2,657,1,1125,1,1,moderate,114,9
3761074,19236406,Tlalpan,House,Private room,1,294,30,365,1,1,flexible,0,
3767434,18242899,Benito Juarez,Apartment,Entire home/apt,2,611,2,1125,1,1,flexible,69,10
3768522,19309494,Tlalpan,House,Private room,2,1125,5,1125,1,1,flexible,0,
3769109,19314659,La Magdalena Contreras,House,Private room,2,1009,1,1125,1,2,flexible,0,
3789769,1502998,Cuauhtemoc,Apartment,Private room,2,342,2,1125,1,1,moderate,5,10
3835382,7766326,Cuauhtemoc,Apartment,Entire home/apt,4,2446,1,360,2,2,strict_14_with_grace_period,98,10
3835975,19712702,Cuauhtemoc,Apartment,Entire home/apt,6,2038,7,1125,3,5,strict_14_with_grace_period,133,10
3843070,19806027,Coyoacan,Apartment,Private room,1,566,4,365,1,0,flexible,24,10
3843388,19808967,Cuauhtemoc,Apartment,Private room,1,316,3,31,1,1,moderate,72,10
3843651,19464589,Cuajimalpa de Morelos,Apartment,Entire home/apt,5,3168,2,1125,2,3,moderate,83,10
3848018,2653797,Cuauhtemoc,Apartment,Private room,2,362,1,1125,1,1,moderate,16,10
3849434,10731286,Cuauhtemoc,Apartment,Entire home/apt,3,1083,2,1125,1,1,strict_14_with_grace_period,227,10
3869175,19979617,Cuauhtemoc,Apartment,Entire home/apt,2,679,3,100,1,1,strict_14_with_grace_period,225,10
3869649,17551851,Cuauhtemoc,Apartment,Private room,2,294,1,90,1,1,moderate,43,10
3874633,17822196,Cuauhtemoc,Loft,Entire home/apt,4,1109,28,1125,0,0,strict_14_with_grace_period,26,9
3874727,20018764,Coyoacan,House,Private room,2,1992,1,1125,1,0,moderate,0,
3876420,20030198,Benito Juarez,Apartment,Entire home/apt,2,589,5,365,1,1,moderate,33,10
3881748,17843455,Benito Juarez,Apartment,Entire home/apt,2,702,15,1125,1,1,moderate,85,10
3897209,19849417,Benito Juarez,Apartment,Private room,2,657,6,90,1,1,moderate,0,
3898193,12389380,Cuauhtemoc,Apartment,Entire home/apt,4,2256,3,1125,1,2,strict_14_with_grace_period,26,10
3904158,6790709,Cuauhtemoc,Apartment,Entire home/apt,6,883,3,1125,2,3,flexible,67,10
3916192,6522855,Cuauhtemoc,Apartment,Entire home/apt,4,2038,1,1125,1,1,strict_14_with_grace_period,317,10
3916297,4028100,Cuauhtemoc,Apartment,Entire home/apt,3,747,2,1125,2,2,strict_14_with_grace_period,48,10
3924861,20018764,Coyoacan,House,Private room,2,1291,1,1125,1,1,moderate,1,10
3925290,19865487,Miguel Hidalgo,Condominium,Private room,1,204,1,1125,1,1,strict_14_with_grace_period,5,10
3938955,3611390,Cuauhtemoc,Apartment,Shared room,1,204,2,12,1,1,moderate,75,10
3942287,3151538,Miguel Hidalgo,Apartment,Entire home/apt,4,5660,5,1125,2,2,strict_14_with_grace_period,7,10
3944872,20442452,Cuauhtemoc,Apartment,Entire home/apt,2,1563,3,1125,1,1,moderate,29,10
3947107,20456562,Tlalpan,Tiny house,Private room,1,900,1,1125,2,0,flexible,28,9
3950182,18822337,Cuauhtemoc,Apartment,Entire home/apt,4,1572,1,1125,2,3,flexible,36,10
3961445,11109259,Coyoacan,Guest suite,Entire home/apt,1,340,1,1125,1,1,moderate,53,10
3962866,20538109,Cuauhtemoc,House,Private room,1,679,1,4,1,1,flexible,0,
3963443,20532650,Tlalpan,House,Private room,2,906,3,1125,1,1,moderate,0,
3963510,20532650,Tlalpan,Apartment,Private room,2,653,3,1125,1,1,flexible,9,10
3983196,20646250,Coyoacan,House,Private room,1,294,3,1125,1,1,strict_14_with_grace_period,1,
3987218,20667217,Cuauhtemoc,Apartment,Entire home/apt,4,4528,2,60,1,1,strict_14_with_grace_period,8,10
4000119,20738791,Cuauhtemoc,Apartment,Private room,1,770,1,30,1,1,flexible,8,10
4013766,5755202,Miguel Hidalgo,Loft,Entire home/apt,4,2377,3,1124,1,2,strict_14_with_grace_period,146,10
4014355,10345467,Iztapalapa,Apartment,Private room,2,181,1,1125,1,1,flexible,0,
4032302,20905627,Cuauhtemoc,Apartment,Entire home/apt,2,883,2,60,1,2,strict_14_with_grace_period,118,10
4041762,20271808,Cuauhtemoc,Apartment,Private room,1,654,2,1125,1,1,moderate,0,
4062881,18260491,Alvaro Obregon,House,Private room,1,408,1,1125,1,1,moderate,14,10
4073755,20264437,Miguel Hidalgo,Apartment,Private room,2,611,3,1125,1,1,strict_14_with_grace_period,21,10
4074448,21131434,Cuauhtemoc,Bed and breakfast,Private room,7,498,1,1125,3,7,moderate,83,10
4074709,19810723,Cuauhtemoc,Apartment,Entire home/apt,4,566,3,1125,2,2,moderate,93,10
4077706,2677221,Cuauhtemoc,Apartment,Private room,2,951,2,1125,2,1,strict_14_with_grace_period,0,
4084998,21188069,Cuauhtemoc,Apartment,Entire home/apt,4,1699,2,1125,2,2,moderate,0,
4091848,20976328,Cuauhtemoc,Loft,Private room,4,566,2,30,2,2,strict_14_with_grace_period,51,9
4091882,7680709,Alvaro Obregon,Guest suite,Private room,1,249,2,20,1,1,strict_14_with_grace_period,70,10
4097894,2925853,Coyoacan,Bed and breakfast,Private room,2,521,2,1125,1,1,strict_14_with_grace_period,125,10
4099823,10833117,Benito Juarez,Apartment,Shared room,2,9056,1,1125,1,1,flexible,0,
4112266,21336433,Tlalpan,Apartment,Entire home/apt,4,476,180,1125,2,3,moderate,1,10
4118496,15219834,Miguel Hidalgo,Apartment,Entire home/apt,5,2491,3,1125,3,3,strict_14_with_grace_period,42,9
4136625,21233003,Benito Juarez,Apartment,Private room,2,498,1,1125,1,2,flexible,0,
4142890,21491265,Cuauhtemoc,Apartment,Entire home/apt,4,1245,2,1125,2,2,moderate,40,10
4144599,21500377,Miguel Hidalgo,Apartment,Private room,2,589,2,1125,1,2,moderate,140,10
4162879,6248044,Cuauhtemoc,House,Private room,3,226,1,90,1,1,strict_14_with_grace_period,67,9
4179076,21681497,Miguel Hidalgo,Apartment,Entire home/apt,4,3509,1,500,2,3,flexible,15,10
4179329,21315348,Miguel Hidalgo,Apartment,Private room,1,883,1,1125,1,1,flexible,2,8
4180044,15219834,Miguel Hidalgo,Apartment,Entire home/apt,2,1350,2,1125,1,1,moderate,47,10
4180446,21315348,Miguel Hidalgo,Apartment,Entire home/apt,4,1585,1,1125,3,3,flexible,29,9
