CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
24,1117,25,40166,5,1,"	03","	057","	00489",3,1,17,16,6,2000,3,3,,,,"	01",2051,
24,1117,25,40166,5,1,"	04","	057","	00489",3,2,12,26,11,2004,3,1,,,,"	01",2051,
24,1117,25,40166,2,1,"	01","	057","	00489",1,1,48,11,4,1969,3,3,,1,,"	01",2051,4102
24,1117,25,40166,2,1,"	02","	057","	00489",2,2,39,12,11,1977,2,6,,,,"	01",2051,
24,1117,25,40166,2,1,"	03","	057","	00489",3,1,17,9,2,2000,2,6,,,,"	01",2051,
24,1117,25,40166,2,1,"	04","	057","	00489",3,2,15,23,10,2002,3,3,,,,"	01",2051,
24,1117,25,40166,2,1,"	05","	057","	00489",3,2,13,3,8,2004,3,1,,,,"	01",2051,
24,1117,25,40166,1,1,"	01","	057","	00489",1,1,44,18,2,1973,3,3,,,,"	01",2051,
24,1117,25,40166,1,1,"	02","	057","	00489",2,2,42,10,6,1975,3,3,,,,"	01",2051,
24,1117,25,40166,1,1,"	03","	057","	00489",3,2,20,18,2,1997,7,1,3,1,,"	01",2051,6153
24,1117,25,40166,1,1,"	04","	057","	00489",3,1,15,31,7,2002,3,3,,,,"	01",2051,
24,1117,25,40166,4,1,"	01","	057","	00489",1,1,44,23,1,1973,3,3,,,,"	01",2051,
24,1117,25,40166,4,1,"	02","	057","	00489",2,2,42,25,9,1975,7,5,3,1,,"	01",2051,4102
24,1117,25,40166,4,1,"	03","	057","	00489",3,1,17,13,12,1999,4,2,,,,"	01",2051,
24,1117,25,40166,3,1,"	02","	057","	00489",2,2,44,13,2,1973,2,6,,,,"	01",2051,
24,1117,25,40202,5,1,"	03","	055","	00490",3,1,31,18,2,1986,,,,,1,"	01",2379,
24,1117,25,40202,3,1,"	01","	055","	00490",1,1,54,15,7,1963,2,6,,1,,"	01",2379,4758
24,1117,25,40202,3,1,"	02","	055","	00490",2,2,54,15,9,1963,2,6,,,,"	01",2379,
24,1117,25,40202,3,1,"	03","	055","	00490",4,1,15,10,6,2002,3,3,,,,"	01",2379,
24,1117,25,40202,2,1,"	01","	055","	00490",1,1,41,7,9,1976,3,3,,,,"	01",2379,
24,1117,25,40202,2,1,"	02","	055","	00490",4,1,51,6,8,1966,4,2,,1,,"	01",2379,4758
24,1117,25,40202,1,1,"	01","	055","	00490",1,1,33,4,8,1984,6,3,2,,,"	01",2379,
24,1117,25,40202,1,1,"	02","	055","	00490",2,2,28,17,4,1989,4,3,,1,,"	01",2379,4758
24,1117,25,40202,1,1,"	03","	055","	00490",3,1,8,11,7,2009,2,3,,,,"	01",2379,
24,1117,25,40202,1,1,"	04","	055","	00490",3,1,1,31,12,2015,,,,,,"	01",2379,
24,1117,25,40202,4,1,"	01","	055","	00490",1,1,30,3,4,1987,7,2,3,1,,"	01",2379,4758
24,1117,25,40202,4,1,"	02","	055","	00490",2,2,29,20,8,1988,7,5,3,,,"	01",2379,
24,1117,25,40202,4,1,"	03","	055","	00490",3,2,6,17,12,2010,2,1,,,,"	01",2379,
24,1117,25,40202,5,1,"	01","	055","	00490",1,1,67,22,7,1950,2,3,,,,"	01",2379,
24,1117,25,40202,5,1,"	02","	055","	00490",2,2,67,19,5,1950,2,3,,1,,"	01",2379,7137
24,1117,25,40203,4,1,"	04","	056","	00491",4,2,25,25,1,1992,7,3,3,1,,"	01",2208,8832
24,1117,25,40203,4,1,"	05","	056","	00491",4,1,2,23,11,2015,,,,,,"	01",2208,
24,1117,25,40203,4,1,"	02","	056","	00491",2,1,63,16,6,1954,7,4,3,,,"	01",2208,
24,1117,25,40203,4,1,"	01","	056","	00491",1,2,58,27,9,1959,5,4,2,,,"	01",2208,
24,1117,25,40203,3,1,"	02","	056","	00491",3,2,32,5,5,1985,7,5,3,,,"	01",2208,
24,1117,25,40203,3,1,"	01","	056","	00491",1,2,54,23,7,1963,3,3,,1,,"	01",2208,4416
24,1117,25,40203,2,1,"	04","	056","	00491",3,1,18,25,2,1999,4,2,,,,"	01",2208,
24,1117,25,40203,1,1,"	04","	056","	00491",3,2,33,1,5,1984,9,2,4,,,"	01",2208,
24,1117,25,40203,2,1,"	03","	056","	00491",3,2,20,24,11,1997,7,2,3,1,,"	01",2208,8832
24,1117,25,40203,2,1,"	02","	056","	00491",2,2,46,1,6,1971,7,5,3,,,"	01",2208,
24,1117,25,40203,2,1,"	01","	056","	00491",1,1,48,17,3,1969,7,5,3,,,"	01",2208,
24,1117,25,40203,1,1,"	01","	056","	00491",1,1,62,16,8,1955,7,5,3,1,,"	01",2208,8832
24,1117,25,40203,1,1,"	03","	056","	00491",3,1,37,1,10,1980,,,,,,"	01",2208,
24,1117,25,40203,1,1,"	02","	056","	00491",2,2,62,11,7,1955,3,3,,,,"	01",2208,
24,1117,25,40203,5,1,"	01","	056","	00491",1,1,67,28,2,1950,3,3,,1,,"	01",2208,2208
24,1117,25,40203,4,1,"	03","	056","	00491",3,1,27,29,4,1990,7,5,3,,,"	01",2208,
24,1117,25,40262,1,1,"	04","	056","	00492",3,1,25,3,9,1992,7,4,3,,,"	01",2192,
24,1117,25,40262,1,1,"	05","	056","	00492",3,2,21,9,4,1996,7,3,3,,,"	01",2192,
24,1117,25,40262,1,1,"	03","	056","	00492",3,1,28,4,11,1989,7,5,3,,,"	01",2192,
24,1117,25,40262,1,1,"	02","	056","	00492",2,2,56,20,8,1961,6,3,2,1,,"	01",2192,10960
24,1117,25,40262,1,1,"	01","	056","	00492",1,1,54,22,10,1963,9,2,4,,,"	01",2192,
24,1117,25,40262,2,1,"	05","	056","	00492",3,1,3,28,6,2014,,,,,,"	01",2192,
24,1117,25,40262,2,1,"	04","	056","	00492",3,1,6,17,1,2011,1,3,,,,"	01",2192,
24,1117,25,40262,2,1,"	02","	056","	00492",2,2,37,30,11,1979,4,3,,,,"	01",2192,
24,1117,25,40262,2,1,"	01","	056","	00492",1,1,39,2,3,1978,4,3,,1,,"	01",2192,6576
24,1117,25,40262,4,1,"	04","	056","	00492",3,1,18,3,12,1998,4,3,,,,"	01",2192,
24,1117,25,40262,4,1,"	03","	056","	00492",3,2,22,9,4,1995,7,4,3,,,"	01",2192,
24,1117,25,40262,4,1,"	02","	056","	00492",2,2,48,15,4,1969,6,3,3,,,"	01",2192,
24,1117,25,40262,4,1,"	01","	056","	00492",1,1,46,6,3,1971,4,3,,1,,"	01",2192,8768
24,1117,25,40262,5,1,"	04","	056","	00492",3,1,22,22,11,1995,7,2,3,1,,"	01",2192,8768
24,1117,25,40262,5,1,"	03","	056","	00492",3,1,31,14,4,1986,7,5,3,,,"	01",2192,
24,1117,25,40262,5,1,"	02","	056","	00492",2,2,52,4,1,1965,3,3,,,,"	01",2192,
24,1117,25,40262,5,1,"	01","	056","	00492",1,1,59,7,12,1957,7,4,3,,,"	01",2192,
24,1117,25,40262,3,1,"	01","	056","	00492",1,1,26,13,11,1991,7,5,3,1,,"	01",2192,2192
24,1117,25,40262,2,1,"	03","	056","	00492",3,2,18,22,11,1999,4,1,,,,"	01",2192,
24,1117,25,40277,1,1,"	01","	057","	00493",1,1,45,25,7,1972,7,2,3,1,,"	01",1978,5934
24,1117,25,40277,3,1,"	01","	057","	00493",1,2,54,25,2,1963,7,4,3,,,"	01",1978,
24,1117,25,40277,1,1,"	03","	057","	00493",3,1,18,5,3,1999,4,2,,,,"	01",1978,
24,1117,25,40277,1,1,"	04","	057","	00493",3,1,10,27,1,2007,2,4,,,,"	01",1978,
24,1117,25,40277,2,1,"	01","	057","	00493",1,2,32,10,10,1985,4,3,,1,,"	01",1978,3956
24,1117,25,40277,2,1,"	02","	057","	00493",2,1,35,22,6,1982,3,3,,,,"	01",1978,
24,1117,25,40277,2,1,"	03","	057","	00493",3,1,12,21,11,2005,2,6,,,,"	01",1978,
24,1117,25,40277,2,1,"	04","	057","	00493",3,2,5,21,11,2012,1,2,,,,"	01",1978,
24,1117,25,40277,5,1,"	01","	057","	00493",1,1,32,22,8,1985,2,6,,1,,"	01",1978,3956
24,1117,25,40277,5,1,"	02","	057","	00493",2,2,30,5,1,1987,4,3,,,,"	01",1978,
24,1117,25,40277,5,1,"	03","	057","	00493",3,2,11,16,9,2006,2,5,,,,"	01",1978,
24,1117,25,40277,5,1,"	04","	057","	00493",3,2,9,30,12,2007,2,4,,,,"	01",1978,
24,1117,25,40277,5,1,"	05","	057","	00493",3,2,8,5,3,2009,2,2,,,,"	01",1978,
24,1117,25,40277,5,1,"	06","	057","	00493",3,1,6,12,2,2011,1,3,,,,"	01",1978,
24,1117,25,40277,4,1,"	01","	057","	00493",1,2,49,21,1,1968,4,3,,1,,"	01",1978,1978
24,1117,25,40277,3,1,"	03","	057","	00493",3,1,26,13,12,1990,7,5,3,1,,"	01",1978,5934
24,1117,25,40277,3,1,"	02","	057","	00493",3,1,29,21,3,1988,7,5,3,,,"	01",1978,
24,1117,25,40277,1,1,"	02","	057","	00493",2,2,40,1,12,1976,4,3,,,,"	01",1978,
24,1117,25,40320,5,1,"	01","	057","	00494",1,1,34,27,9,1983,4,3,,1,,"	01",2051,2051
24,1117,25,40320,4,1,"	03","	057","	00494",3,2,,24,12,2016,,,,,,"	01",2051,
24,1117,25,40320,1,1,"	02","	057","	00494",2,2,42,26,11,1974,7,5,3,1,,"	01",2051,4102
24,1117,25,40320,1,1,"	03","	057","	00494",3,2,14,20,6,2003,3,2,,,,"	01",2051,
24,1117,25,40320,1,1,"	04","	057","	00494",3,2,12,10,10,2005,2,6,,,,"	01",2051,
24,1117,25,40320,2,1,"	01","	057","	00494",1,1,50,6,11,1967,7,5,3,1,,"	01",2051,8204
24,1117,25,40320,2,1,"	02","	057","	00494",2,2,48,3,8,1969,4,3,,,,"	01",2051,
24,1117,25,40320,2,1,"	03","	057","	00494",3,1,27,28,10,1990,7,5,3,,,"	01",2051,
24,1117,25,40320,2,1,"	04","	057","	00494",3,1,23,21,4,1994,7,4,3,,,"	01",2051,
24,1117,25,40320,2,1,"	05","	057","	00494",3,2,17,1,1,2000,4,2,,,,"	01",2051,
24,1117,25,40320,3,1,"	01","	057","	00494",1,1,62,16,10,1955,3,3,,1,,"	01",2051,6153
24,1117,25,40320,3,1,"	02","	057","	00494",2,2,59,28,1,1958,3,3,,,,"	01",2051,
24,1117,25,40320,3,1,"	03","	057","	00494",3,2,32,11,6,1985,9,2,4,,,"	01",2051,
24,1117,25,40320,4,1,"	01","	057","	00494",1,1,24,17,8,1993,7,5,3,1,,"	01",2051,4102
24,1117,25,40320,4,1,"	02","	057","	00494",2,2,24,6,10,1993,7,4,3,,,"	01",2051,
24,1117,25,40320,1,1,"	01","	057","	00494",1,1,43,4,8,1974,7,5,3,,,"	01",2051,
24,1117,25,40329,5,1,"	02","	056","	00495",2,2,39,15,6,1978,7,5,3,1,,"	01",2007,4014
24,1117,25,40329,5,1,"	03","	056","	00495",3,2,15,15,6,2002,3,3,,,,"	01",2007,
24,1117,25,40329,5,1,"	04","	056","	00495",3,2,11,15,6,2006,2,6,,,,"	01",2007,
24,1117,25,40329,5,1,"	05","	056","	00495",3,1,7,15,6,2010,2,2,,,,"	01",2007,
24,1117,25,40329,2,1,"	01","	056","	00495",1,1,41,21,11,1975,7,5,3,1,,"	01",2007,6021
24,1117,25,40329,2,1,"	02","	056","	00495",2,2,43,22,5,1974,7,5,3,,,"	01",2007,
24,1117,25,40329,2,1,"	03","	056","	00495",3,1,21,12,1,1996,4,2,,,,"	01",2007,
24,1117,25,40329,2,1,"	04","	056","	00495",3,1,15,6,7,2002,3,3,,,,"	01",2007,
24,1117,25,40329,2,1,"	05","	056","	00495",3,1,11,18,9,2006,2,5,,,,"	01",2007,
24,1117,25,40329,2,1,"	06","	056","	00495",3,1,5,27,1,2012,1,2,,,,"	01",2007,
24,1117,25,40329,1,1,"	01","	056","	00495",1,1,45,21,2,1972,3,3,,,,"	01",2007,
24,1117,25,40329,1,1,"	02","	056","	00495",2,2,40,1,5,1977,4,2,,1,,"	01",2007,6021
24,1117,25,40329,1,1,"	03","	056","	00495",3,2,18,18,8,1999,4,3,,,,"	01",2007,
24,1117,25,40329,1,1,"	04","	056","	00495",3,1,13,26,9,2004,3,1,,,,"	01",2007,
24,1117,25,40329,3,1,"	01","	056","	00495",1,1,41,14,6,1976,3,3,,1,,"	01",2007,2007
24,1117,25,40329,4,1,"	06","	056","	00495",3,2,4,30,7,2013,,,,,,"	01",2007,
24,1117,25,40329,4,1,"	07","	056","	00495",4,2,2,28,8,2015,,,,,,"	01",2007,
24,1117,25,40329,4,1,"	08","	056","	00495",4,2,,15,9,2017,,,,,,"	01",2007,
24,1117,25,40329,4,1,"	01","	056","	00495",1,2,33,27,1,1984,3,3,,,,"	01",2007,
24,1117,25,40329,4,1,"	02","	056","	00495",3,2,19,8,9,1998,3,3,,1,,"	01",2007,4014
24,1117,25,40329,4,1,"	03","	056","	00495",3,1,14,23,12,2002,2,6,,,,"	01",2007,
24,1117,25,40329,4,1,"	04","	056","	00495",3,2,11,16,7,2006,2,3,,,,"	01",2007,
24,1117,25,40329,4,1,"	05","	056","	00495",3,1,10,5,7,2007,2,4,,,,"	01",2007,
24,1117,25,40329,5,1,"	01","	056","	00495",1,1,39,15,6,1978,7,5,3,,,"	01",2007,
24,1117,25,40331,3,1,"	04","	056","	00496",3,2,19,10,11,1998,7,1,3,,,"	01",1907,
24,1117,25,40331,2,1,"	04","	056","	00496",4,1,13,13,11,2004,3,1,,,,"	01",1907,
24,1117,25,40331,1,1,"	01","	056","	00496",1,2,52,13,3,1965,4,1,,,,"	01",1907,
24,1117,25,40331,1,1,"	02","	056","	00496",3,1,28,19,7,1989,3,2,,1,,"	01",1907,3814
24,1117,25,40331,2,1,"	01","	056","	00496",1,1,53,29,12,1963,7,1,3,1,,"	01",1907,5721
24,1117,25,40331,2,1,"	02","	056","	00496",2,2,52,12,6,1965,4,3,,,,"	01",1907,
24,1117,25,40331,3,1,"	06","	056","	00496",4,1,4,10,11,2013,,,,,,"	01",1907,
24,1117,25,40331,4,1,"	02","	056","	00496",2,2,36,18,8,1981,7,1,3,1,,"	01",1907,3814
24,1117,25,40331,4,1,"	01","	056","	00496",1,1,25,27,8,1992,4,3,,,,"	01",1907,
24,1117,25,40331,5,1,"	05","	056","	00496",3,2,15,10,9,2002,3,3,,,,"	01",1907,
24,1117,25,40331,5,1,"	04","	056","	00496",3,1,18,24,11,1998,7,1,3,,,"	01",1907,
24,1117,25,40331,5,1,"	03","	056","	00496",3,1,21,28,8,1996,4,3,,1,,"	01",1907,7628
24,1117,25,40331,5,1,"	02","	056","	00496",2,2,69,6,1,1948,3,3,,,,"	01",1907,
24,1117,25,40331,5,1,"	01","	056","	00496",1,1,65,10,11,1952,2,6,,,,"	01",1907,
24,1117,25,40331,2,1,"	03","	056","	00496",3,2,30,30,11,1986,4,3,,,,"	01",1907,
24,1117,25,40331,3,1,"	03","	056","	00496",3,1,20,10,11,1997,4,3,,1,,"	01",1907,7628
24,1117,25,40331,3,1,"	02","	056","	00496",2,2,39,27,6,1978,2,6,,,,"	01",1907,
24,1117,25,40331,3,1,"	01","	056","	00496",1,1,39,19,9,1978,2,5,,,,"	01",1907,
24,1117,25,40331,2,1,"	05","	056","	00496",4,1,4,13,11,2013,,,,,,"	01",1907,
24,1117,25,40331,3,1,"	05","	056","	00496",3,2,15,10,11,2002,3,3,,,,"	01",1907,
24,1117,25,40358,1,1,"	04","	055","	00497",4,1,55,6,11,1962,3,3,,1,,"	01",2606,7818
24,1117,25,40358,1,1,"	03","	055","	00497",3,1,7,13,11,2009,2,2,,,,"	01",2606,
24,1117,25,40358,1,1,"	02","	055","	00497",2,1,30,30,5,1987,3,3,,,,"	01",2606,
24,1117,25,40358,1,1,"	01","	055","	00497",1,2,25,6,11,1992,3,3,,,,"	01",2606,
24,1117,25,40358,2,1,"	02","	055","	00497",3,2,14,11,7,2003,3,2,,,,"	01",2606,
24,1117,25,40358,2,1,"	01","	055","	00497",1,2,33,23,5,1984,4,3,,1,,"	01",2606,2606
24,1117,25,40358,3,1,"	05","	055","	00497",4,1,24,6,11,1993,7,5,3,,,"	01",2606,
24,1117,25,40358,3,1,"	04","	055","	00497",3,2,,6,11,2017,,,,,,"	01",2606,
24,1117,25,40358,3,1,"	03","	055","	00497",3,1,4,6,11,2013,,,,,,"	01",2606,
24,1117,25,40358,4,1,"	01","	055","	00497",1,1,58,9,9,1959,6,3,2,,,"	01",2606,
24,1117,25,40358,4,1,"	03","	055","	00497",4,1,28,29,3,1989,4,1,,,,"	01",2606,
24,1117,25,40358,4,1,"	04","	055","	00497",4,2,18,23,7,1999,4,2,,,,"	01",2606,
24,1117,25,40358,5,1,"	01","	055","	00497",1,1,43,30,9,1974,4,2,,1,,"	01",2606,2606
24,1117,25,40358,3,1,"	01","	055","	00497",1,1,32,6,11,1985,7,4,3,1,,"	01",2606,7818
24,1117,25,40358,3,1,"	02","	055","	00497",2,2,37,16,2,1980,3,3,,,,"	01",2606,
24,1117,25,40358,4,1,"	02","	055","	00497",2,2,63,6,11,1954,4,2,,1,,"	01",2606,10424
24,1117,25,40370,3,1,"	03","	056","	00498",3,2,6,1,9,2011,1,3,,,,"	01",1793,
24,1117,25,40370,4,1,"	02","	056","	00498",2,1,51,10,3,1966,7,2,3,1,,"	01",1793,8965
24,1117,25,40370,4,1,"	01","	056","	00498",1,2,47,23,11,1970,4,3,,,,"	01",1793,
24,1117,25,40370,3,1,"	02","	056","	00498",2,2,25,6,9,1992,7,5,3,,,"	01",1793,
24,1117,25,40370,3,1,"	01","	056","	00498",1,1,25,22,11,1992,7,5,3,1,,"	01",1793,3586
24,1117,25,40370,2,1,"	03","	056","	00498",3,2,23,28,4,1994,3,3,,,,"	01",1793,
24,1117,25,40370,2,1,"	02","	056","	00498",3,2,29,10,7,1988,7,5,3,1,,"	01",1793,8965
24,1117,25,40370,2,1,"	01","	056","	00498",1,2,49,1,9,1968,3,2,,,,"	01",1793,
24,1117,25,40370,1,1,"	02","	056","	00498",3,1,31,5,5,1986,7,5,3,1,,"	01",1793,3586
24,1117,25,40370,1,1,"	01","	056","	00498",1,2,58,9,12,1958,6,3,2,,,"	01",1793,
24,1117,25,40370,2,1,"	06","	056","	00498",5,2,1,17,5,2016,,,,,,"	01",1793,
24,1117,25,40370,2,1,"	05","	056","	00498",4,2,83,30,10,1934,2,6,,,,"	01",1793,
24,1117,25,40370,2,1,"	04","	056","	00498",3,2,18,6,11,1999,3,2,,,,"	01",1793,
24,1117,25,40370,5,1,"	03","	056","	00498",3,2,11,18,1,2006,2,6,,,,"	01",1793,
24,1117,25,40370,5,1,"	02","	056","	00498",2,2,30,12,12,1986,4,3,,1,,"	01",1793,3586
24,1117,25,40370,5,1,"	01","	056","	00498",1,1,36,4,2,1981,4,3,,,,"	01",1793,
24,1117,25,40370,4,1,"	05","	056","	00498",3,2,20,20,2,1997,7,1,3,,,"	01",1793,
24,1117,25,40370,4,1,"	03","	056","	00498",3,1,27,25,6,1990,7,5,3,,,"	01",1793,
24,1117,25,40370,4,1,"	04","	056","	00498",3,1,25,2,12,1991,7,5,3,,,"	01",1793,
25,1117,26,40010,5,1,"	03","	059","	00499",3,2,17,6,11,2000,4,1,,,,"	01",2470,
25,1117,26,40010,3,1,"	03","	059","	00499",3,2,15,9,2,2002,3,3,,,,"	01",2470,
25,1117,26,40010,5,1,"	01","	059","	00499",1,2,51,25,5,1966,4,3,,,,"	01",2470,
25,1117,26,40010,4,1,"	01","	059","	00499",1,1,67,1,11,1950,3,3,,1,,"	01",2470,2470
25,1117,26,40010,2,1,"	05","	059","	00499",3,2,17,25,7,2000,4,2,,,,"	01",2470,
25,1117,26,40010,2,1,"	04","	059","	00499",3,2,24,26,12,1992,9,2,4,,,"	01",2470,
25,1117,26,40010,2,1,"	03","	059","	00499",3,2,22,30,1,1995,7,3,3,,,"	01",2470,
25,1117,26,40010,2,1,"	02","	059","	00499",2,2,47,30,4,1970,3,3,,,,"	01",2470,
25,1117,26,40010,2,1,"	01","	059","	00499",1,1,53,15,9,1964,4,1,,1,,"	01",2470,9880
25,1117,26,40010,1,1,"	03","	059","	00499",3,2,5,22,3,2012,1,1,,,,"	01",2470,
25,1117,26,40010,1,1,"	02","	059","	00499",2,2,29,22,10,1988,4,3,,1,,"	01",2470,4940
25,1117,26,40010,1,1,"	01","	059","	00499",1,1,33,24,3,1984,4,3,,,,"	01",2470,
25,1117,26,40010,3,1,"	01","	059","	00499",1,2,49,10,12,1967,6,2,2,,,"	01",2470,
25,1117,26,40010,3,1,"	02","	059","	00499",3,1,20,22,2,1997,3,3,,1,,"	01",2470,4940
25,1117,26,40010,5,1,"	02","	059","	00499",3,2,18,14,1,1999,3,3,,1,,"	01",2470,4940
25,1117,26,40067,2,1,"	01","	060","	00500",1,2,55,19,11,1961,6,2,2,1,,"	01",3162,3162
25,1117,26,40067,4,1,"	03","	060","	00500",3,1,34,29,1,1983,3,3,,,,"	01",3162,
25,1117,26,40067,4,1,"	02","	060","	00500",3,2,38,22,2,1979,3,3,,,,"	01",3162,
25,1117,26,40067,4,1,"	01","	060","	00500",1,2,59,4,8,1958,2,3,,1,,"	01",3162,9486
25,1117,26,40067,3,1,"	03","	060","	00500",4,1,8,19,11,2008,2,2,,,,"	01",3162,
25,1117,26,40067,3,1,"	02","	060","	00500",4,2,33,19,5,1984,4,3,,,,"	01",3162,
25,1117,26,40067,3,1,"	01","	060","	00500",1,2,75,21,6,1942,2,3,,1,,"	01",3162,6324
25,1117,26,40067,1,1,"	05","	060","	00500",3,2,16,26,1,2001,4,1,,,,"	01",3162,
25,1117,26,40067,1,1,"	04","	060","	00500",3,1,12,9,3,2005,2,6,,,,"	01",3162,
25,1117,26,40067,1,1,"	03","	060","	00500",4,1,69,3,1,1948,7,5,3,,,"	01",3162,
25,1117,26,40067,1,1,"	02","	060","	00500",2,2,42,29,6,1975,7,5,3,,,"	01",3162,
25,1117,26,40067,1,1,"	01","	060","	00500",1,1,46,16,1,1971,7,5,3,1,,"	01",3162,9486
25,1117,26,40067,2,1,"	02","	060","	00500",3,1,13,3,12,2003,3,2,,,,"	01",3162,
25,1117,26,40067,5,1,"	05","	060","	00500",3,1,5,22,4,2012,1,2,,,,"	03",,
25,1117,26,40067,5,1,"	04","	060","	00500",3,1,5,22,4,2012,1,2,,,,"	03",,
25,1117,26,40067,5,1,"	03","	060","	00500",3,2,11,12,11,2006,2,5,,,,"	03",,
25,1117,26,40067,5,1,"	02","	060","	00500",2,2,38,6,8,1979,7,1,3,,,"	03",,
25,1117,26,40067,5,1,"	01","	060","	00500",1,1,35,14,1,1982,7,5,3,1,,"	03",,
25,1117,26,40069,4,1,"	05","	059","	00501",3,1,1,28,10,2016,,,,,,"	01",2510,
25,1117,26,40069,1,1,"	04","	059","	00501",3,2,3,20,1,2014,,,,,,"	01",2510,
25,1117,26,40069,1,1,"	02","	059","	00501",2,2,41,16,4,1976,6,3,3,1,,"	01",2510,7530
25,1117,26,40069,1,1,"	03","	059","	00501",3,1,23,2,2,1994,7,5,3,,,"	01",2510,
25,1117,26,40069,2,1,"	01","	059","	00501",1,1,28,8,2,1989,4,3,,1,,"	01",2510,5020
25,1117,26,40069,2,1,"	02","	059","	00501",2,2,25,15,3,1992,3,3,,,,"	01",2510,
25,1117,26,40069,2,1,"	03","	059","	00501",3,2,7,20,12,2009,2,2,,,,"	01",2510,
25,1117,26,40069,2,1,"	04","	059","	00501",3,2,6,1,4,2011,1,2,,,,"	01",2510,
25,1117,26,40069,2,1,"	05","	059","	00501",3,1,2,29,9,2015,,,,,,"	01",2510,
25,1117,26,40069,2,1,"	06","	059","	00501",3,1,3,22,1,2014,,,,,,"	01",2510,
25,1117,26,40069,3,1,"	01","	059","	00501",1,2,48,25,11,1968,4,3,,1,,"	01",2510,7530
25,1117,26,40069,3,1,"	02","	059","	00501",4,1,26,9,9,1991,2,1,,,,"	01",2510,
25,1117,26,40069,3,1,"	03","	059","	00501",3,2,19,21,9,1998,3,3,,,,"	01",2510,
25,1117,26,40069,3,1,"	04","	059","	00501",4,1,,16,9,2017,,,,,,"	01",2510,
25,1117,26,40069,4,1,"	01","	059","	00501",1,1,28,3,10,1989,3,3,,,,"	01",2510,
25,1117,26,40069,4,1,"	02","	059","	00501",2,2,22,8,4,1995,3,3,,1,,"	01",2510,5020
25,1117,26,40069,4,1,"	03","	059","	00501",3,2,3,7,8,2014,,,,,,"	01",2510,
25,1117,26,40069,4,1,"	04","	059","	00501",3,2,2,12,6,2015,,,,,,"	01",2510,
25,1117,26,40069,5,1,"	04","	059","	00501",3,1,8,19,4,2009,2,2,,,,"	01",2510,
25,1117,26,40069,5,1,"	03","	059","	00501",3,2,12,4,3,2005,2,6,,,,"	01",2510,
25,1117,26,40069,5,1,"	02","	059","	00501",2,2,35,23,8,1982,4,3,,,,"	01",2510,
25,1117,26,40069,5,1,"	01","	059","	00501",1,1,36,27,1,1981,4,3,,1,,"	01",2510,5020
25,1117,26,40069,1,1,"	01","	059","	00501",1,1,47,25,7,1970,4,3,,,,"	01",2510,
25,1117,26,40139,1,1,"	01","	059","	00502",1,1,49,14,6,1968,7,5,3,1,,"	01",1943,5829
25,1117,26,40139,5,1,"	06","	059","	00502",3,1,15,20,3,2002,3,3,,,,"	01",1943,
25,1117,26,40139,1,1,"	03","	059","	00502",3,2,19,6,1,1998,6,1,3,,,"	01",1943,
25,1117,26,40139,1,1,"	04","	059","	00502",3,1,16,22,1,2001,4,1,,,,"	01",1943,
25,1117,26,40139,1,1,"	05","	059","	00502",3,1,14,12,5,2003,3,2,,,,"	01",1943,
25,1117,26,40139,2,1,"	01","	059","	00502",1,2,40,7,7,1977,4,3,,,,"	01",1943,
25,1117,26,40139,2,1,"	02","	059","	00502",3,1,21,8,12,1995,4,3,,1,,"	01",1943,9715
25,1117,26,40139,2,1,"	03","	059","	00502",3,1,20,26,4,1997,4,2,,,,"	01",1943,
25,1117,26,40139,2,1,"	04","	059","	00502",3,2,18,9,1,1999,4,2,,,,"	01",1943,
25,1117,26,40139,2,1,"	05","	059","	00502",3,2,18,9,1,1999,4,2,,,,"	01",1943,
25,1117,26,40139,4,1,"	01","	059","	00502",1,1,28,30,10,1989,7,5,3,,,"	01",1943,
25,1117,26,40139,4,1,"	02","	059","	00502",4,2,20,21,10,1997,7,1,3,1,,"	01",1943,3886
25,1117,26,40139,3,1,"	01","	059","	00502",1,2,46,9,1,1971,7,5,3,1,,"	01",1943,5829
25,1117,26,40139,3,1,"	02","	059","	00502",3,1,24,28,8,1993,4,3,,,,"	01",1943,
25,1117,26,40139,3,1,"	03","	059","	00502",3,1,22,15,3,1995,4,3,,,,"	01",1943,
25,1117,26,40139,5,1,"	01","	059","	00502",1,1,44,22,9,1973,7,2,3,,,"	01",1943,
25,1117,26,40139,5,1,"	02","	059","	00502",2,2,41,30,3,1976,3,3,,,,"	01",1943,
25,1117,26,40139,5,1,"	03","	059","	00502",3,1,23,15,2,1994,7,3,3,,,"	01",1943,
25,1117,26,40139,5,1,"	04","	059","	00502",3,1,20,13,5,1997,4,3,,1,,"	01",1943,7772
25,1117,26,40139,5,1,"	05","	059","	00502",3,1,17,1,8,2000,4,2,,,,"	01",1943,
25,1117,26,40139,1,1,"	02","	059","	00502",2,2,43,6,3,1974,4,3,,,,"	01",1943,
25,1117,26,40140,2,1,"	04","	058","	00503",3,2,13,27,8,2004,3,1,,,,"	01",2562,
25,1117,26,40140,2,1,"	05","	058","	00503",3,2,6,5,6,2011,1,2,,,,"	01",2562,
