"id","host_id","neighbourhood","property_type","room_type","accommodates","price","minimum_nights","maximum_nights","bedrooms","beds","cancellation_policy","number_of_reviews","review_scores_accuracy"
3033052,1979000,3,26,3,2,385,1,30,1,2,"flexible",30,9
3033293,15451517,6,2,1,6,2038,2,90,2,3,"moderate",92,10
3047414,1969996,6,26,3,2,792,1,1125,1,1,"strict_14_with_grace_period",6,10
3049887,15219834,11,2,1,2,1463,3,1125,1,0,"strict_14_with_grace_period",31,10
3057573,15563543,11,2,1,4,2921,2,1125,2,2,"moderate",150,10
3061812,15585871,6,2,3,3,453,3,1125,1,2,"flexible",0,NA
3074692,15329677,3,2,3,2,702,2,30,1,1,"flexible",0,NA
3105424,12215962,11,2,1,4,2241,28,1125,2,3,"moderate",11,9
3112616,1969996,6,26,3,2,1245,3,1125,1,1,"strict_14_with_grace_period",11,9
3125152,15870402,11,2,3,2,906,4,45,1,1,"moderate",4,10
3148012,15981957,6,2,1,4,2030,2,1125,2,3,"strict_14_with_grace_period",119,10
3157656,2872228,6,15,1,4,2151,2,30,2,2,"moderate",35,9
3168035,8539814,6,24,4,9,249,1,1125,1,1,"strict_14_with_grace_period",16,9
3168084,8539814,6,2,1,16,5073,3,30,3,20,"flexible",0,NA
3168086,8539814,6,31,1,16,181,1,1125,2,16,"strict_14_with_grace_period",33,9
3176344,16104577,6,2,3,1,317,1,1125,1,1,"moderate",0,NA
3183133,15219834,11,29,1,1,765,2,1125,0,1,"strict_14_with_grace_period",27,10
3217039,2815155,6,26,1,2,1200,30,60,1,1,"strict_14_with_grace_period",5,10
3237348,14656564,6,2,1,6,2718,2,1125,2,2,"strict_14_with_grace_period",179,10
3242026,12682760,11,2,1,6,838,5,365,3,4,"strict_14_with_grace_period",66,10
3251415,15831595,11,2,4,2,1132,1,1125,1,1,"flexible",0,NA
3281548,13080645,6,2,3,1,385,1,1125,1,1,"flexible",0,NA
3282602,16589835,6,2,1,2,3397,1,1125,1,1,"flexible",0,NA
3286979,1969996,6,26,3,2,1087,3,1125,1,1,"strict_14_with_grace_period",3,9
3290940,16118272,6,2,3,1,226,1,1125,1,1,"moderate",1,10
3293072,16636749,6,29,1,2,2279,3,180,1,1,"moderate",101,10
3293497,16639078,6,2,1,2,1015,2,360,1,1,"moderate",66,10
3293655,12389380,6,2,1,7,4302,3,90,2,4,"strict_14_with_grace_period",28,10
3310016,5634629,6,2,3,1,204,1,1125,1,1,"flexible",15,10
3311029,16719050,6,2,1,2,1246,6,30,1,2,"strict_14_with_grace_period",16,10
3311808,10948949,6,2,1,2,566,1,1125,1,1,"moderate",0,NA
3311971,8069764,6,4,3,2,1246,1,1125,1,1,"flexible",3,7
3314993,16754106,6,2,3,1,340,1,1125,1,1,"strict_14_with_grace_period",1,NA
3317931,4894198,11,2,3,2,3985,1,1125,1,0,"flexible",4,10
3319297,2346707,6,2,1,2,902,1,1125,1,1,"flexible",30,10
3319445,10917267,6,2,1,5,1472,1,1125,1,3,"moderate",152,9
3325163,13070025,4,26,3,1,317,7,1125,1,1,"flexible",4,10
3332515,198640,6,2,1,4,611,2,1125,2,0,"flexible",162,9
3344746,14123007,14,26,3,1,291,3,1125,1,1,"flexible",16,10
3354165,16924864,6,29,1,3,1223,2,365,1,2,"moderate",10,10
3368278,16994304,6,2,1,2,453,15,15,1,2,"moderate",0,NA
3386326,5286231,3,29,1,4,770,2,1125,2,2,"moderate",22,10
3386470,17085965,1,2,3,1,249,14,1125,1,1,"flexible",4,9
3422086,17019424,3,2,3,2,408,1,1125,1,1,"flexible",1,10
3424613,17224984,11,2,1,3,889,2,365,2,3,"flexible",45,10
3449036,12389380,6,2,1,4,1789,3,1125,1,1,"strict_14_with_grace_period",101,10
3467163,17468617,4,26,1,2,1148,2,1125,1,2,"strict_14_with_grace_period",1,8
3468307,16297760,6,2,3,1,634,1,1125,1,1,"flexible",3,8
3490114,17575648,6,2,3,2,4528,1,1125,1,1,"flexible",0,NA
3533231,4649609,6,2,1,2,2233,2,30,1,1,"strict_14_with_grace_period",40,10
3536304,18260491,1,26,3,2,611,1,1125,1,1,"moderate",11,10
3542394,2535130,11,23,1,4,702,15,1125,1,2,"flexible",0,NA
3561395,15943778,6,2,1,4,2030,7,365,2,2,"moderate",10,10
3577110,18015070,6,2,1,2,498,4,120,1,1,"strict_14_with_grace_period",145,10
3595167,18112590,6,22,1,2,429,1,1125,1,1,"moderate",214,10
3602334,18149939,11,2,1,2,743,7,1125,1,1,"moderate",29,10
3614178,3320356,6,2,1,2,1766,2,180,1,1,"strict_14_with_grace_period",293,10
3616312,7165956,6,2,1,5,1359,180,365,2,4,"flexible",61,10
3624106,18259367,11,2,3,2,611,1,1125,1,1,"strict_14_with_grace_period",22,10
3635953,18334496,11,29,1,4,1992,1,1125,1,2,"moderate",422,10
3637873,2828190,11,2,3,2,793,1,1125,1,1,"flexible",0,NA
3663231,18507010,6,26,1,4,2706,1,1125,3,2,"strict_14_with_grace_period",0,NA
3666234,18590732,14,22,3,2,698,3,1125,1,2,"moderate",14,10
3679755,18703154,6,2,3,4,1804,1,1125,1,1,"moderate",5,9
3682989,18725178,11,2,1,6,1993,2,1125,3,5,"strict_14_with_grace_period",216,10
3685560,18744018,11,26,3,2,1268,2,8,1,1,"strict_14_with_grace_period",0,NA
3688757,16700013,6,2,1,4,1699,30,90,2,2,"strict_14_with_grace_period",254,10
3696312,13707548,4,26,3,2,495,1,1125,1,1,"flexible",1,NA
3702372,17929515,4,26,3,2,657,1,1125,1,1,"flexible",89,10
3709629,18925004,6,2,1,6,2808,2,1125,4,4,"strict_14_with_grace_period",97,9
3726437,4470531,6,2,1,5,2491,3,90,2,4,"moderate",11,10
3756112,11736749,11,2,3,2,657,1,1125,1,1,"moderate",114,9
3761074,19236406,14,26,3,1,294,30,365,1,1,"flexible",0,NA
3767434,18242899,3,2,1,2,611,2,1125,1,1,"flexible",69,10
3768522,19309494,14,26,3,2,1125,5,1125,1,1,"flexible",0,NA
3769109,19314659,10,26,3,2,1009,1,1125,1,2,"flexible",0,NA
3789769,1502998,6,2,3,2,342,2,1125,1,1,"moderate",5,10
3835382,7766326,6,2,1,4,2446,1,360,2,2,"strict_14_with_grace_period",98,10
3835975,19712702,6,2,1,6,2038,7,1125,3,5,"strict_14_with_grace_period",133,10
3843070,19806027,4,2,3,1,566,4,365,1,0,"flexible",24,10
3843388,19808967,6,2,3,1,316,3,31,1,1,"moderate",72,10
3843651,19464589,5,2,1,5,3168,2,1125,2,3,"moderate",83,10
3848018,2653797,6,2,3,2,362,1,1125,1,1,"moderate",16,10
3849434,10731286,6,2,1,3,1083,2,1125,1,1,"strict_14_with_grace_period",227,10
3869175,19979617,6,2,1,2,679,3,100,1,1,"strict_14_with_grace_period",225,10
3869649,17551851,6,2,3,2,294,1,90,1,1,"moderate",43,10
3874633,17822196,6,29,1,4,1109,28,1125,0,0,"strict_14_with_grace_period",26,9
3874727,20018764,4,26,3,2,1992,1,1125,1,0,"moderate",0,NA
3876420,20030198,3,2,1,2,589,5,365,1,1,"moderate",33,10
3881748,17843455,3,2,1,2,702,15,1125,1,1,"moderate",85,10
3897209,19849417,3,2,3,2,657,6,90,1,1,"moderate",0,NA
3898193,12389380,6,2,1,4,2256,3,1125,1,2,"strict_14_with_grace_period",26,10
3904158,6790709,6,2,1,6,883,3,1125,2,3,"flexible",67,10
3916192,6522855,6,2,1,4,2038,1,1125,1,1,"strict_14_with_grace_period",317,10
3916297,4028100,6,2,1,3,747,2,1125,2,2,"strict_14_with_grace_period",48,10
3924861,20018764,4,26,3,2,1291,1,1125,1,1,"moderate",1,10
3925290,19865487,11,15,3,1,204,1,1125,1,1,"strict_14_with_grace_period",5,10
3938955,3611390,6,2,4,1,204,2,12,1,1,"moderate",75,10
3942287,3151538,11,2,1,4,5660,5,1125,2,2,"strict_14_with_grace_period",7,10
3944872,20442452,6,2,1,2,1563,3,1125,1,1,"moderate",29,10
3947107,20456562,14,34,3,1,900,1,1125,2,0,"flexible",28,9
3950182,18822337,6,2,1,4,1572,1,1125,2,3,"flexible",36,10
3961445,11109259,4,22,1,1,340,1,1125,1,1,"moderate",53,10
3962866,20538109,6,26,3,1,679,1,4,1,1,"flexible",0,NA
3963443,20532650,14,26,3,2,906,3,1125,1,1,"moderate",0,NA
3963510,20532650,14,2,3,2,653,3,1125,1,1,"flexible",9,10
3983196,20646250,4,26,3,1,294,3,1125,1,1,"strict_14_with_grace_period",1,NA
3987218,20667217,6,2,1,4,4528,2,60,1,1,"strict_14_with_grace_period",8,10
4000119,20738791,6,2,3,1,770,1,30,1,1,"flexible",8,10
4013766,5755202,11,29,1,4,2377,3,1124,1,2,"strict_14_with_grace_period",146,10
4014355,10345467,9,2,3,2,181,1,1125,1,1,"flexible",0,NA
4032302,20905627,6,2,1,2,883,2,60,1,2,"strict_14_with_grace_period",118,10
4041762,20271808,6,2,3,1,654,2,1125,1,1,"moderate",0,NA
4062881,18260491,1,26,3,1,408,1,1125,1,1,"moderate",14,10
4073755,20264437,11,2,3,2,611,3,1125,1,1,"strict_14_with_grace_period",21,10
4074448,21131434,6,4,3,7,498,1,1125,3,7,"moderate",83,10
4074709,19810723,6,2,1,4,566,3,1125,2,2,"moderate",93,10
4077706,2677221,6,2,3,2,951,2,1125,2,1,"strict_14_with_grace_period",0,NA
4084998,21188069,6,2,1,4,1699,2,1125,2,2,"moderate",0,NA
4091848,20976328,6,29,3,4,566,2,30,2,2,"strict_14_with_grace_period",51,9
4091882,7680709,1,22,3,1,249,2,20,1,1,"strict_14_with_grace_period",70,10
4097894,2925853,4,4,3,2,521,2,1125,1,1,"strict_14_with_grace_period",125,10
4099823,10833117,3,2,4,2,9056,1,1125,1,1,"flexible",0,NA
4112266,21336433,14,2,1,4,476,180,1125,2,3,"moderate",1,10
4118496,15219834,11,2,1,5,2491,3,1125,3,3,"strict_14_with_grace_period",42,9
4136625,21233003,3,2,3,2,498,1,1125,1,2,"flexible",0,NA
4142890,21491265,6,2,1,4,1245,2,1125,2,2,"moderate",40,10
4144599,21500377,11,2,3,2,589,2,1125,1,2,"moderate",140,10
4162879,6248044,6,26,3,3,226,1,90,1,1,"strict_14_with_grace_period",67,9
4179076,21681497,11,2,1,4,3509,1,500,2,3,"flexible",15,10
4179329,21315348,11,2,3,1,883,1,1125,1,1,"flexible",2,8
4180044,15219834,11,2,1,2,1350,2,1125,1,1,"moderate",47,10
4180446,21315348,11,2,1,4,1585,1,1125,3,3,"flexible",29,9
4197547,2337914,6,2,1,3,3171,2,1125,2,2,"moderate",7,9
4218018,21563836,11,2,3,2,383,1,1125,1,1,"flexible",7,9
4234262,21970685,6,2,1,3,1427,2,365,1,1,"moderate",374,10
4256949,7682248,6,26,3,2,679,3,90,1,1,"strict_14_with_grace_period",36,10
4257047,7682248,6,29,1,5,1132,3,90,0,4,"strict_14_with_grace_period",16,9
4257141,7682248,6,26,3,2,634,3,90,1,1,"strict_14_with_grace_period",26,10
4263660,9147711,6,2,3,2,679,1,5,1,1,"strict_14_with_grace_period",361,9
4264369,22136429,11,2,3,2,294,1,1125,1,1,"moderate",19,10
4269213,21538376,11,2,1,5,883,2,1125,2,3,"moderate",174,10
4269477,22164738,3,2,3,2,1291,4,1125,1,1,"flexible",2,10
4271260,7838038,2,26,3,2,340,1,1125,1,1,"flexible",0,NA
4274998,2337914,14,2,3,2,3150,1,1125,1,1,"moderate",1,10
4276768,21975550,14,26,3,2,543,1,1125,1,2,"flexible",7,10
4278958,5755202,11,2,1,5,3533,7,1125,2,2,"strict_14_with_grace_period",91,10
4286935,790208,11,26,3,5,1245,2,1125,2,3,"strict_14_with_grace_period",34,10
4287097,22256207,6,2,1,2,1789,3,100,1,2,"moderate",8,9
4297680,18242899,3,2,1,2,589,10,1125,1,2,"flexible",39,10
4310491,22374603,3,2,3,2,340,5,1125,1,1,"flexible",3,10
4316470,22409210,1,26,3,6,6750,1,1125,3,0,"flexible",0,NA
4323449,22447999,14,37,3,2,990,15,1125,1,1,"strict_14_with_grace_period",0,NA
4325022,15828400,11,2,1,4,3556,3,1125,3,2,"strict_14_with_grace_period",1,10
4330122,22482638,14,26,3,1,296,1,15,1,1,"moderate",67,10
4330231,22482905,1,29,3,2,698,1,1,1,0,"strict_14_with_grace_period",1,NA
4342963,7682248,6,26,3,3,634,2,90,1,2,"strict_14_with_grace_period",52,10
4343004,7682248,6,2,3,2,453,2,15,1,1,"flexible",8,9
4343260,22482905,1,29,3,2,653,1,1125,1,1,"strict_14_with_grace_period",8,10
4359891,6248044,6,26,3,2,273,2,90,1,1,"strict_14_with_grace_period",25,8
4368899,8782874,6,2,3,2,474,3,1125,1,1,"moderate",66,10
4371186,21327240,11,2,3,2,429,3,8,1,1,"flexible",22,10
4378578,9692437,6,2,3,2,2265,1,1125,1,1,"flexible",1,10
4388360,19577858,6,2,3,1,272,1,30,1,1,"strict_14_with_grace_period",54,10
4390555,3921562,3,2,3,1,226,3,1125,1,1,"moderate",2,6
4391108,2828190,11,2,3,1,1132,1,1125,1,1,"flexible",0,NA
4403737,19383727,6,2,3,1,1132,1,1125,1,1,"flexible",0,NA
4409975,19927450,4,26,1,2,1132,1,1125,1,1,"flexible",163,10
4421504,22931264,6,2,1,6,1766,3,1125,2,3,"moderate",114,10
4423115,18012220,6,35,3,2,1042,2,30,1,1,"moderate",103,10
4439081,19039013,11,2,3,2,1132,30,180,1,1,"moderate",0,NA
4439986,18972381,11,2,1,4,951,3,1125,2,2,"strict_14_with_grace_period",8,10
4454484,5665059,6,29,1,2,294,5,1125,1,1,"strict_14_with_grace_period",69,10
4457362,17468617,4,26,1,10,2678,2,365,5,6,"strict_14_with_grace_period",9,10
4463479,7682248,6,26,3,2,679,3,90,1,1,"strict_14_with_grace_period",40,9
4469994,23169081,6,2,3,2,1812,1,1125,1,1,"flexible",0,NA
4481856,21315348,11,2,3,2,1019,1,1125,1,1,"flexible",2,10
4489287,23287902,3,2,1,5,1132,3,15,2,2,"strict_14_with_grace_period",8,10
4492814,20629876,11,2,1,3,2038,3,30,2,2,"moderate",21,10
4494729,23314838,11,2,1,6,2917,2,90,3,4,"strict_14_with_grace_period",193,10
4498892,6065857,3,2,1,9,1562,1,1125,3,6,"strict_14_with_grace_period",85,9
4509191,19411159,6,23,3,1,408,2,1125,1,1,"flexible",0,NA
4509559,19927450,4,26,1,2,1132,1,1125,1,1,"moderate",209,10
4510545,23387571,6,2,1,4,902,4,30,2,0,"moderate",15,10
4519487,6604619,14,26,3,1,428,6,1125,1,1,"strict_14_with_grace_period",5,9
4530119,23326447,3,2,3,2,453,2,1125,1,1,"moderate",0,NA
4533932,23509117,6,2,1,2,3397,3,15,2,2,"flexible",0,NA
4550512,10993719,4,26,3,2,996,2,1125,1,1,"moderate",73,10
4554878,3511034,6,2,1,4,1540,6,1125,2,2,"moderate",2,9
4559233,1335630,11,2,3,2,702,1,20,1,1,"moderate",72,10
4565401,899360,6,2,1,4,1540,5,180,2,3,"moderate",140,10
4567682,23677448,6,2,3,1,770,2,1125,1,1,"strict_14_with_grace_period",3,7
4580960,17929515,4,26,3,2,679,1,1125,1,1,"flexible",61,10
4581152,15219834,11,2,1,2,990,3,1125,1,0,"moderate",36,10
4602165,8015823,6,2,3,2,408,2,200,1,1,"strict_14_with_grace_period",4,7
4604049,7756728,6,29,1,3,1857,1,1125,1,1,"moderate",156,10
4604145,4326326,6,33,1,3,725,179,360,1,1,"strict_14_with_grace_period",20,9
4615830,17476722,6,2,1,3,906,3,1125,1,1,"strict_14_with_grace_period",4,10
4621933,1979548,3,2,3,2,408,2,30,1,1,"strict_14_with_grace_period",22,10
4637821,15318964,16,26,1,4,2498,2,1125,2,3,"flexible",9,9
4639705,16690051,6,2,3,2,1019,2,1125,1,1,"flexible",0,NA
4642478,23057877,4,26,3,1,226,60,1125,1,1,"strict_14_with_grace_period",1,8
4642549,24017549,4,26,3,2,996,1,1125,1,1,"strict_14_with_grace_period",151,10
4668026,11000963,3,2,3,2,566,1,1125,1,2,"flexible",0,NA
4668485,24152421,6,29,3,2,793,1,1125,1,1,"flexible",0,NA
4670591,4075316,6,2,3,2,340,1,365,1,1,"flexible",252,10
4694822,989526,6,2,1,4,4054,6,14,2,4,"strict_14_with_grace_period",3,10
4695474,24273524,4,2,1,2,1585,2,1125,1,0,"flexible",63,10
4695654,12958250,3,2,1,4,906,1,1125,2,2,"flexible",1,10
4709767,23437891,6,2,1,4,1608,2,1125,2,2,"strict_14_with_grace_period",94,10
4719159,7682248,6,26,3,2,566,2,90,1,1,"strict_14_with_grace_period",47,10
4719467,7682248,6,26,3,2,679,3,90,1,1,"strict_14_with_grace_period",4,10
4719784,7682248,6,26,3,2,566,3,90,1,1,"strict_14_with_grace_period",32,9
4720795,24385759,6,4,3,2,1245,3,15,1,2,"flexible",0,NA
4725334,6426042,6,2,1,4,2514,1,1125,2,2,"strict_14_with_grace_period",178,10
4735000,3881522,6,26,3,2,340,4,1125,1,1,"strict_14_with_grace_period",22,9
4776229,24386770,3,2,3,2,1494,1,1125,1,1,"flexible",0,NA
4776914,17527001,4,26,1,3,996,4,1125,2,2,"strict_14_with_grace_period",63,10
4791533,24695977,6,2,3,1,498,1,1125,1,1,"flexible",12,10
4799503,18771793,11,29,1,3,1585,3,1125,0,1,"moderate",3,9
4801896,20440301,6,2,1,4,1993,1,150,2,2,"flexible",365,10
4806816,875911,3,2,1,3,1585,3,8,2,2,"moderate",6,9
4814757,12389380,6,2,1,8,3623,3,1125,4,4,"strict_14_with_grace_period",37,10
4820090,14063185,11,2,1,5,747,3,1125,2,3,"moderate",3,10
4822510,20226499,3,2,1,4,1698,3,120,3,3,"strict_14_with_grace_period",8,10
4823418,5085423,11,2,1,4,3736,3,1125,2,3,"strict_14_with_grace_period",30,10
4831011,24767612,11,4,2,2,1556,1,30,1,1,"strict_14_with_grace_period",10,10
4832002,24767612,11,4,3,2,1721,1,30,1,1,"strict_14_with_grace_period",14,10
4832713,24877480,1,26,3,2,543,3,28,1,2,"moderate",1,10
4833571,17796480,6,2,3,2,544,3,90,1,1,"moderate",16,10
4835724,24877480,1,26,3,1,543,2,1125,1,1,"flexible",2,10
4846536,10730083,14,23,1,5,1789,7,1125,2,3,"strict_14_with_grace_period",28,9
4856659,24984324,4,2,3,2,589,2,1125,1,1,"strict_14_with_grace_period",82,10
4882286,25117996,11,2,1,3,2831,3,1125,2,2,"strict_14_with_grace_period",12,10
4885738,25135800,6,2,3,2,203,1,1125,1,1,"flexible",0,NA
4887760,6248044,6,26,4,6,249,1,90,1,6,"strict_14_with_grace_period",28,9
4888236,9319247,6,29,1,5,1563,2,120,2,3,"moderate",221,10
4895630,25193900,4,29,1,4,2717,3,30,1,1,"strict_14_with_grace_period",32,10
4909687,6248044,6,26,3,1,204,1,90,1,1,"strict_14_with_grace_period",28,9
4909688,6248044,6,26,3,2,226,2,90,1,1,"strict_14_with_grace_period",20,9
4916861,17493758,6,29,1,3,725,1,1125,1,2,"moderate",195,10
4920692,18015070,6,2,1,4,725,4,60,1,1,"strict_14_with_grace_period",154,9
4930220,25397497,3,2,3,2,204,1,1125,1,1,"flexible",1,10
4933231,10917267,6,2,1,6,2038,1,1125,3,3,"flexible",210,9
4935703,13453720,3,2,3,2,249,1,30,1,1,"moderate",0,NA
4936003,24597950,2,15,1,3,980,3,1125,2,2,"flexible",33,10
4942075,23451355,6,2,3,1,249,7,1125,1,1,"flexible",0,NA
4951061,23428032,4,2,1,4,1494,1,1125,2,3,"strict_14_with_grace_period",61,10
4955354,816295,3,2,3,2,408,4,21,1,0,"strict_14_with_grace_period",33,10
4975402,12389380,6,2,1,4,2484,3,1125,2,2,"strict_14_with_grace_period",39,10
4978334,21248872,1,26,3,6,2250,1,1125,3,6,"flexible",11,10
4983049,3983265,6,2,1,4,902,4,1125,1,1,"strict_14_with_grace_period",80,10
4992318,25736031,6,29,1,2,7926,5,60,2,2,"strict_14_with_grace_period",0,NA
5007117,4266310,11,2,1,4,6793,365,1125,4,4,"strict_14_with_grace_period",0,NA
5012755,10917267,6,2,1,8,679,1,1125,4,6,"moderate",175,8
5013545,159138,5,26,1,5,1485,30,1000,3,4,"moderate",0,NA
5021012,25905434,6,2,3,2,340,2,1124,1,1,"moderate",86,10
5037268,25870635,1,26,3,2,498,5,1125,1,1,"strict_14_with_grace_period",4,8
5040062,16395236,4,2,1,6,2196,2,1125,3,3,"moderate",29,10
5045386,18242899,3,2,1,2,789,10,1125,1,1,"flexible",19,10
5049303,16625725,1,2,3,1,501,2,5,1,1,"flexible",0,NA
5049781,26071036,6,2,3,2,611,7,180,1,1,"moderate",1,10
5051056,16395236,4,2,3,2,747,2,1125,1,1,"flexible",4,10
5055869,2906174,6,35,1,4,1699,2,180,2,2,"moderate",55,10
5058024,26115616,3,2,3,2,385,1,31,1,1,"moderate",1,10
5060144,20584480,3,2,1,3,702,1,1125,1,2,"flexible",2,10
5061072,24601315,3,15,1,9,1504,1,1125,3,5,"moderate",205,10
5061093,24601315,3,29,1,4,883,1,1125,0,2,"moderate",275,10
5065732,8905097,6,29,1,6,4623,1,1125,2,3,"super_strict_30",227,10
5070456,11846015,6,29,1,2,1223,2,1125,1,1,"strict_14_with_grace_period",105,10
5074668,26205067,6,2,1,2,996,10,1125,1,1,"moderate",17,9
5082965,4406517,6,2,3,2,589,3,40,1,1,"flexible",114,10
5084236,25063209,10,26,3,3,1103,1,1125,1,1,"moderate",0,NA
5103240,5665059,16,2,3,1,181,21,90,1,1,"flexible",0,NA
5122937,26419545,14,26,3,2,608,1,1125,1,1,"flexible",0,NA
5145498,22942565,6,26,3,1,1025,25,29,1,1,"moderate",0,NA
5146643,24385759,6,4,3,4,1699,3,15,1,4,"moderate",0,NA
5149822,17688176,6,2,1,6,1699,2,1125,2,4,"strict_14_with_grace_period",200,10
5152399,14375258,6,2,3,2,385,2,21,1,1,"moderate",16,10
5164561,3642012,1,26,3,1,272,3,90,1,1,"strict_14_with_grace_period",1,10
5165714,19349476,1,22,1,2,433,8,108,0,2,"moderate",25,9
5171256,10433685,6,26,3,2,609,5,30,2,1,"moderate",2,8
5171464,12216741,6,2,1,3,951,1,600,1,1,"moderate",227,10
5173777,5870021,4,22,3,2,725,2,365,1,1,"strict_14_with_grace_period",69,10
5175030,26767540,6,33,1,2,1472,1,180,1,1,"moderate",27,10
5180242,8997261,11,2,3,2,1132,2,1125,1,1,"strict_14_with_grace_period",2,10
5180895,12581631,3,26,3,1,408,30,365,1,1,"flexible",12,10
5182369,26804107,6,29,1,3,1132,2,1125,1,1,"strict_14_with_grace_period",195,10
5183850,22237612,3,2,3,2,2491,1,1125,1,1,"moderate",4,9
5183863,15219834,11,2,1,4,1665,1,1125,2,2,"strict_14_with_grace_period",23,10
5189298,25471598,9,31,3,2,249,1,1125,1,1,"flexible",4,9
5193000,26861701,6,15,1,2,342,7,1125,0,3,"moderate",242,10
5193446,26125442,3,2,1,4,1245,1,1125,2,2,"strict_14_with_grace_period",7,10
5193870,15219834,11,2,1,2,1238,2,1125,1,1,"strict_14_with_grace_period",27,10
5195282,21844514,6,2,3,1,1353,5,1125,1,0,"moderate",2,10
5200568,12581631,3,26,3,1,316,28,365,1,1,"flexible",17,10
5207830,18539495,4,26,3,1,410,1,1125,1,1,"flexible",1,4
5212275,26958461,11,2,1,3,860,5,1125,2,2,"moderate",11,10
5212601,26966314,6,2,1,6,3284,2,1125,3,3,"strict_14_with_grace_period",127,10
5216458,25306866,3,2,3,1,408,2,30,1,1,"flexible",20,10
5219711,27005929,3,29,1,3,661,1,1125,1,1,"moderate",11,10
5221307,27015792,3,2,1,2,543,2,90,1,1,"strict_14_with_grace_period",189,10
5229072,27058146,4,22,3,3,453,1,1125,1,2,"moderate",56,10
5251525,27180323,11,2,3,2,521,1,1125,1,1,"moderate",1,10
5270131,26429170,1,26,1,6,1502,2,28,3,3,"strict_14_with_grace_period",11,10
5271124,8695977,6,2,3,2,272,2,14,1,1,"flexible",5,10
5272066,27291692,4,2,4,2,272,1,1125,1,3,"moderate",3,9
5272690,12216741,6,2,1,3,793,1,1125,1,1,"moderate",233,10
5276417,12216741,6,15,1,3,957,1,1125,1,3,"moderate",169,10
5287695,17630122,6,29,3,2,798,2,1125,1,1,"flexible",264,10
5289079,25107399,6,15,3,2,408,2,1125,1,1,"strict_14_with_grace_period",31,10
5298333,27058146,4,22,3,1,362,1,1125,1,1,"moderate",93,10
5304932,5755202,15,29,1,2,611,3,1125,0,1,"moderate",99,10
5318552,27551937,4,2,3,1,408,1,1125,1,1,"flexible",3,10
5328333,6485794,6,2,3,1,702,1,30,1,1,"strict_14_with_grace_period",72,10
5340024,27670506,5,2,1,4,1427,2,1125,1,2,"strict_14_with_grace_period",16,10
5345394,27701200,8,2,3,2,495,2,1125,1,1,"moderate",211,10
5346346,20658174,4,2,1,3,1139,7,98,2,2,"strict_14_with_grace_period",2,10
5363523,3642012,1,26,3,1,543,3,90,1,1,"flexible",34,10
5363904,25284130,6,2,1,5,2165,1,1125,2,2,"strict_14_with_grace_period",145,10
5371323,27843425,6,15,1,4,2400,4,1125,2,2,"strict_14_with_grace_period",151,10
5374691,18149939,4,2,1,4,498,14,1125,2,2,"moderate",0,NA
5381625,27896130,3,2,1,4,2604,3,1125,2,0,"moderate",11,10
5386653,27924282,6,2,3,2,248,1,1125,1,1,"flexible",0,NA
5387427,1497087,6,2,1,2,793,1,1125,1,1,"flexible",182,10
5403128,28007378,2,2,3,2,340,3,10,1,1,"flexible",0,NA
5406624,28028285,6,2,3,1,702,1,1125,1,1,"flexible",0,NA
5411562,13752914,6,2,1,5,1200,2,30,2,2,"moderate",20,10
5414029,24419870,6,2,3,2,566,2,1125,1,1,"moderate",64,10
5423456,28129417,11,29,1,2,1105,2,60,1,1,"moderate",50,10
5433837,4289836,7,15,1,2,900,1,1125,1,1,"moderate",15,10
5434219,28190065,6,23,4,16,340,1,1125,1,18,"flexible",23,9
5446306,3264739,6,2,3,5,385,30,1125,1,3,"strict_14_with_grace_period",0,NA
5447370,23218225,6,26,1,4,1902,1,1125,2,2,"strict_14_with_grace_period",91,10
5470627,14085413,3,2,3,2,634,2,6,1,1,"moderate",27,10
5488293,1886913,6,29,1,3,2106,1,1125,1,1,"strict_14_with_grace_period",18,10
5497778,1346376,6,2,1,2,1517,2,12,1,1,"moderate",159,10
5506780,10917267,6,2,3,2,906,1,1125,1,1,"flexible",23,9
5512602,25611508,11,29,1,2,1449,2,31,1,1,"moderate",114,10
5527915,28668871,4,2,1,3,3284,1,1125,2,2,"moderate",5,10
5532624,16636749,6,29,1,2,2604,3,240,1,1,"moderate",103,10
